,mean_cell_type_factorsfact_0,mean_cell_type_factorsfact_1,mean_cell_type_factorsfact_2,mean_cell_type_factorsfact_3,mean_cell_type_factorsfact_4,mean_cell_type_factorsfact_5,mean_cell_type_factorsfact_6,mean_cell_type_factorsfact_7,mean_cell_type_factorsfact_8,mean_cell_type_factorsfact_9,mean_cell_type_factorsfact_10,mean_cell_type_factorsfact_11,mean_cell_type_factorsfact_12,mean_cell_type_factorsfact_13,mean_cell_type_factorsfact_14,mean_cell_type_factorsfact_15,mean_cell_type_factorsfact_16,mean_cell_type_factorsfact_17,mean_cell_type_factorsfact_18,mean_cell_type_factorsfact_19,mean_cell_type_factorsfact_20,mean_cell_type_factorsfact_21,mean_cell_type_factorsfact_22
ENS Prog/cycling,0.7547320738463043,0.03972248879358039,0.0,0.023935408678392348,0.03357123510626163,0.0,0.025743676390745655,0.0,0.00021060727798207087,0.0,0.0,0.0,0.0,0.002015978890931841,0.0,0.03048871945074794,0.036481697282125594,0.0407998873532091,0.012298226929719215,0.0,0.0,0.0,0.0
Enterocyte,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36799946724599414,0.04872055568177432,0.0,0.0,0.0,0.0,0.1667010576025361,0.0,0.0,0.0,0.0008309391553404014,0.415747980314355,0.0,0.0,0.0
Epithelial progenitors,0.0,0.008173726610258367,0.0,0.0,0.001699470809934275,0.0,0.0,0.0,0.006320923820680803,0.0,0.07451889068996105,0.5117437408212661,0.06965248139277379,0.0,0.0,0.01375652989495128,0.0,0.030511783327518163,0.0,0.0,0.008704760985880024,0.2052342545799249,0.06968343706685123
Glia 1 (DHH+),0.0,7.549644844169945e-05,0.0,9.705141072265683e-05,0.029812151869590707,0.0,0.9508069357567493,0.0,0.00013177302028227552,0.002001562346664233,0.0010211407616207658,0.0,0.0,0.0014518119953630885,0.0002909009466089758,0.009353666330600006,0.0,0.0,0.0,0.0,0.00026543022058167503,0.001993468634962457,0.002698610257811801
Glia 2 (ELN+),0.0,0.003112018942208064,0.003897658951834988,0.00882793964990068,0.017617322257107684,0.0004945809051571238,0.015018812357660434,0.0007854616184881293,0.03906773813443875,0.051178670852837026,0.3457450218040007,0.09087885315435679,0.0,0.0,0.0,0.0,0.0,0.0,0.004800169284998594,0.0,0.12987178493146115,0.2596060604868852,0.029097906668664807
Glia 3 (BCAN+),0.0,0.0,0.08900543939741484,0.04829802172883779,0.03186087829988545,0.08807332781165406,0.062055033648886676,0.0,0.0,0.0,0.06921926305158416,0.20930651938422284,0.0,0.0,0.0,0.10782829942351657,0.09456375789330135,0.0,0.03543107067787238,0.0,0.0,0.13256652439421923,0.03179186428860474
Goblet cell,0.003613841915845613,0.0009178197818595691,0.0,0.0,0.0,0.0,0.0,0.0,0.09453089384774141,0.0,0.028022606270104986,0.018295476630138013,0.6178317053323041,0.0,0.0940590622949717,0.0,0.0,0.05274285965799675,0.014332818069610344,0.0,0.043620823799698664,0.03203209239972891,0.0
ICC,0.03517655813703599,0.0,0.3057597639170537,0.0,0.0,0.06730540816427165,0.0,0.10374974944069727,0.00658353909780242,0.0,0.02143106771541321,0.07442555988106092,0.0,0.0,0.0,0.0,0.017534714556158047,0.0,0.3049440016563883,0.0,0.05034725271777333,0.012742384716344994,0.0
ILC2,0.0,0.00963778454974863,0.0,0.0,0.0,0.0005590470287766886,0.000853680134681987,0.001197688061532379,0.0,0.013919568775724594,0.10734465354055878,0.27992384475629695,0.05392915585518282,0.0015181474264049535,0.0,0.014786960527979735,0.0,0.0,0.004220100413828613,0.0,0.014569230588338412,0.2768058918830051,0.22073424645794054
ILCP,0.0,0.006668973627255681,0.001392826019313941,0.0,0.0,0.00048095064822905963,0.0,0.0009673051076893635,0.17737997696982438,0.0,0.14249958130043072,0.22070123049929927,0.07150764521033216,0.0,0.0,0.010964237867057905,0.0,0.0,0.0035889879277265255,0.0,0.0,0.1078655307751259,0.2559827540477151
Immature B,0.0,0.0,0.00011098115492360689,0.002238524370976319,0.013923400056839537,0.0005614697751756304,0.013508272277368739,0.0004809849487960662,0.002237092858354154,0.0,0.007562291096607877,0.07431929724634752,0.0003730187440325938,0.0006263615235624438,0.0,0.033294913676043716,0.0,0.0,0.006575318987681838,0.0,0.0,0.020159572249031935,0.8240285010342581
LEC1 (ACKR4+),0.0,0.005424132725444267,0.0,0.020695146409224544,0.006503032690047351,0.0001568250229167275,0.013921004990524724,0.0016453486859613028,0.0,0.010089016472088371,0.07240768537126298,0.2655961517703261,0.039457708074291796,1.8671392237590106e-05,0.0,0.05741006918686085,0.048702532904724226,0.0,0.019468089464051708,0.0,0.009510360210108986,0.31311993433492763,0.11587429029500082
LEC2 (MADCAM1+),0.0,0.0024131463063857177,0.0,0.0,0.0,0.0,0.0,0.0,0.011834735699991227,0.003153569550665986,0.07691329037316144,0.0,0.0,0.0,0.0,0.0,0.1622270703282683,0.0,0.0,0.0,0.0,0.02967900171126204,0.7137791860302654
LEC4 (STAB2+),0.0,0.0,0.0,0.0,0.0871485654559844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006573030563147373,0.0,0.9062784039808682,0.0,0.0,0.0,0.0,0.0,0.0
LEC5 (CLDN11+),0.0,0.022823174281710896,0.0038502430936469614,0.0,0.03132087835625158,0.0,0.0,0.0,0.2843024436120301,0.027593241182939765,0.20435401471864462,0.007517561758330961,0.0,0.0,0.0,0.0,0.0930756298798567,0.0,0.0,0.0,0.09259106580173396,0.23257174731485444,0.0
LTi-like ILC3,0.0,0.00560172925274732,0.0010324286276994833,0.0,0.0,0.0009232614310361076,0.0,0.001099342680190963,0.10464453911027197,0.0,0.13828293044639373,0.19008562901935513,0.038559528003568,0.0,0.0,0.005628966159730606,0.0,0.0,0.005752419933868849,0.0,0.0,0.12707213155848118,0.38131709377665685
LTi-like NK/T,0.0006595567606668645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5441482836215067,0.3526742159935642,0.0022578475947270488,0.005517698626582396,0.0,0.0,0.010215697130268214,0.0,0.0,0.0,0.0,0.0,0.005774763612057014,0.06087435060526723,0.01787758605536029
LYVE1+ Macrophages,0.0,0.030945823441967547,0.0,0.0,0.39360484163333836,0.0,0.0,0.0,0.003394090344972479,0.0,0.005947893409433493,0.013704520572468844,0.0,0.0,0.002003048561084538,0.0,0.21026499993822154,0.0,0.04856492520292107,0.0,0.0,0.009465892269101144,0.28210396462649096
Lymphoid DC,0.0,0.00016770190962639921,0.0,0.0,0.0,0.0,0.0,0.0016811872385243392,0.0,0.06838935968110554,0.0770501578428287,0.12393625886966958,0.00638930803968445,0.0,0.0,0.0,0.0,0.009443929498470135,0.011574814238408983,0.0,0.02716412880757175,0.2519890233402136,0.42221413053389645
Macrophages,0.0,0.0,0.0,0.0012154391077553036,0.0016390209842495477,0.0,0.0,0.0,0.2658254285290892,0.0,0.7313201113789058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mast cell,0.0,0.024003303760359234,0.0,0.02587538117238611,0.01085989582721974,0.0,0.011127367237686944,0.004820460844030689,0.0019850102900668236,0.0,0.05385689258089953,0.180221973489268,0.02881189877944699,0.004120509627958759,0.0,0.07763445983946074,0.044823650933669405,0.09505933508048509,0.015405235963548106,0.0,0.0,0.14872582414319468,0.27266880043031916
Megakaryocyte,0.0,0.0,0.0,0.0,0.0032423263522239915,0.0,0.0,0.00014122483058157513,0.0,0.6590741114002048,0.0,0.0,0.0,0.016660946599940163,0.08545293981638834,0.0,0.0,0.0,0.0031734833520004452,0.0,0.061831246395896815,0.17042372125276398,0.0
Mesoderm 1 (HAND1+),0.0005130120470446112,0.01618778336620804,0.019212899512907274,0.006540069605180219,0.004109070562101527,0.005083129485351516,0.0033368226903916693,0.012335685640692652,0.5400481562150549,0.0,0.12726313773350598,0.12653930950038092,0.0,0.0006422217337508756,0.0,0.019737976552270775,0.006660206092811251,0.0,0.030327507144856877,0.0,0.0,0.036883554709775175,0.04457945740771567
Mesoderm 2 (ZEB2+),0.0694683063146927,0.8981708116225716,0.004385065364579683,0.0,0.0,0.0,0.0,1.0097123362896293e-06,0.005176086226630109,6.421797961154385e-05,3.5994510731386654e-05,0.006690966154842529,0.0008800884261419183,0.0,0.0,0.0,0.0,0.0045279155035948095,0.007184378577795241,0.0,0.0,0.003415159606472083,0.0
Mesothelium,0.0,0.0,0.0,0.0,0.0923951879249407,0.0,0.0,0.0012560919271417852,0.0,0.042898204430464805,0.0,0.2736445875817975,0.0,0.0,0.0,0.006373075182459197,0.017089667616036114,0.01093704867206323,0.30439168013783235,0.0,0.18273967455293308,0.0682747819743314,0.0
Microfold cell,0.0,0.0004546621165584311,0.0002137247120187153,0.0,0.0,0.0002210181254738953,0.0,0.00038787618060937863,0.13360499606850998,0.5364076651003501,0.0,0.08893109802720414,0.07907758167841304,0.0,0.1373216681631518,0.0,0.0,0.0,0.0029320307947583797,0.0,0.0,0.0,0.02044767903295216
Monocytes,0.0,0.015123626490289158,0.0,0.0,0.0,0.0,0.005259933172683911,0.0,0.0,0.0,0.0,0.1344597125675012,0.0,0.014677292241281954,0.0,0.007645900676884129,0.13685814797002163,0.0,0.008891526011828629,0.0,0.018787525168489434,0.2594910554329462,0.39880528026807377
NK T cell,0.0,0.006628319969172314,0.0,0.0,0.0,0.0,0.0,0.0009355642134975983,0.0,0.0,0.14373576509633273,0.21762906732254528,0.08435545248622207,0.0,0.0,0.0011947316147308264,0.0,0.0,0.003310461487866132,0.0,0.0,0.1101664074952465,0.4320442303143866
NK cell,0.0,0.00773786409043061,0.0,0.0,0.0,0.000367107554116937,0.0,0.0014120025218115025,0.03567140562757624,0.0,0.23022330674232666,0.22258857527506992,0.06399220976190961,0.0,0.0,0.008900973200673888,0.0,0.0,0.008300709419544996,0.0,0.0,0.1581659836019522,0.2626398622045875
Neuroblast,0.022987547641612174,0.0,0.0006999019267592158,0.16466744593909802,0.23616001532237302,0.0,0.11731452530364157,0.0,0.0025174792868859763,0.0,0.0,0.0,0.0011896520670713914,0.0,0.0,0.16069398944246976,0.29348392789051037,0.0002855151795784129,0.0,0.0,0.0,0.0,0.0
Paneth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00258550170295863,0.0,0.0,0.7076907404026037,0.23876719846582065,0.0,0.009667882578528889,0.0,0.0,0.007494069108627363,0.0,0.0,0.0,0.03379460774146072,0.0
Pericyte,0.0,0.02960661573744369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.031631563495298894,0.0,0.011015019666043869,0.0,0.0,0.0,0.0,0.0,0.15083010534725597,0.0,0.0,0.6167716163410459,0.16014507941291165,0.0
Pre-B,0.0,0.00395072177371829,6.378492470143468e-05,0.0005921631202642901,0.0,0.00013451210213362658,0.0015004899950167821,0.0002740333419581844,0.6031145282570403,0.0,0.13184722403674462,0.08490344597553047,0.0,0.001815658211817361,0.0,0.011236387522643504,0.0,0.0,0.0025485505459738145,0.0025314034820322737,0.0,0.03724511014519331,0.11824198656523187
Pro-B,0.057656287852072476,0.1586744980731261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04636721132321471,0.006313831201846614,0.06709111194119298,0.15789449117261178,0.0,0.0,0.0,0.12470615033782669,0.0,0.0022410985519502155,0.03584910405177023,0.0,0.3432062154943881
RBC,0.0,0.0,0.0,0.0791413012529384,0.05262693483075773,0.0,0.016628906778467078,0.0,0.0,0.0009218686252197068,0.003377846455414781,0.0,0.0,0.8440672088457954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003235933211406831,0.0
SELL+ CD4 T,0.0,0.012276377433428175,0.01118860178265107,0.0,0.0,0.0034478381154153534,0.0,0.010324362843381122,0.0,0.0,0.09554341552945676,0.2765449976302807,0.020636489100293556,0.0,0.0,0.014210077599905158,0.0392629484160761,0.15305884138944054,0.00772855930074265,0.0,0.015790727779009184,0.09147985958060771,0.24850690349931195
SELL+ CD8 T,0.0738215938939774,0.00861762000331581,0.01603155996608662,0.05896995104641351,0.04151003882932307,0.0063673414143996295,0.055633325114326,0.023289916159015628,0.0,0.0,0.005273280800014174,0.035608802026393,0.002384230695014951,0.0180253233916566,0.0,0.12118132761181387,0.3568246615941175,0.07753955624475738,0.036569159083203684,0.0,0.016703439944714817,0.0,0.045648872181456406
SMC (PART1/CAPN3+),0.0,0.0,0.04035792654946932,0.0006056857747607376,0.001482782194043176,0.0018823042439935454,0.0,0.04072716193463794,0.0005000874877994824,0.00010423782408380101,0.0,0.0,0.00039396585626212867,0.0,0.0005052110552580612,0.002099601497057069,0.0,0.0,0.9111897736841009,0.0001512618985337767,0.0,0.0,0.0
SMC (PLPP2+),0.0655406064747361,0.005807462733450622,0.18523309507406424,0.0,0.0,0.0,0.0,0.6521009570013324,0.007172005675445396,0.004103902012955894,0.0,0.0022466320058039967,0.0,0.0,0.0020611011580178432,0.0,0.0,0.0,0.07550929426129764,0.00022494360289582231,0.0,0.0,0.0
Stem cells,0.0,0.0,0.0,0.0,0.0001766092867739298,0.0,0.0,0.0,0.0,0.0,0.0,0.9974796361068626,0.0008781395840134866,0.0,0.0,0.0,0.0,0.0,0.0005759655491887078,0.0008896494731613181,0.0,0.0,0.0
Stromal 1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017498332523010484,0.0,0.5152929966488643,0.052082293644252646,0.04667454248727362,0.0,0.0,0.0,0.0,0.2513379437235279,0.0001484726388124728,0.002550539091303491,0.011434540181424918,0.10298033906152988,0.0
Stromal 2,0.0,5.176748089567144e-05,0.0,0.0,0.0,1.5285291064879109e-06,0.0,0.0,0.06127933772360032,0.02322919603690145,0.05316136577679543,0.006475985268995417,0.0164299391534849,0.0,0.05601323068629172,0.0005763213640627502,0.0,0.0,0.0,0.0,0.0,0.7827813279798659,0.0
Stromal 3,0.0015630897598932954,0.00010192957141603564,0.0002697418673508273,0.05897530233217984,0.8172304003217467,0.00022905515328050787,0.07095474544004285,0.00047748235640072777,0.0,0.0,0.0,0.00014784047041985275,0.0,0.005052750101046334,8.205776182009355e-06,0.02896674189493171,0.0,0.0,0.01575155451086369,2.017453588565863e-05,0.0,0.0,0.0002509859083598986
TA,0.00019851844767278986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06529969539886248,0.9153451422860497,0.0,0.0,0.0,0.0,0.01915664386741506,0.0,0.0,0.0,0.0,0.0
TRDV2/TRGV9 gdT,0.0,0.003689761296904403,0.00038539925038735736,0.0,0.0,0.0002138882182366937,0.0,0.0006341922940086898,0.0,0.26856151359513314,0.09177461767727726,0.20661988214268745,0.0423649007043116,0.0,0.0,0.0008441017290347692,0.0,0.0,0.001596582589172466,0.0,0.01648000344238435,0.18746029369477413,0.1793748633656875
Treg,0.0,0.0010664665743157966,0.0,0.0,0.0,0.000123532937132771,0.0,0.0004695163064037802,0.0,0.6659079444289272,0.0,0.06790539128319287,0.0,0.0,0.0,0.0,0.0,0.00042174500355764724,0.0016831159419479435,0.005209501790233412,0.013279442232811592,0.17587173484470262,0.06806160865677455
Tuft,0.0,0.0024804783913154422,0.0,0.0,0.0,0.0,0.0,0.00018247005769091005,0.5940029090245528,0.0398946949446136,0.02884472061407081,0.10265882578415003,0.09315437768756506,0.0,0.0,0.0007690094050266068,0.0,0.0,0.009213585275671617,0.0,0.0005875622722427209,0.07947230357332753,0.0487390629697728
Venous ECs,0.0,0.015022462610186811,0.0,0.7905482112211255,0.0,0.0,0.0,0.0,0.0013364682708989451,0.0,0.014244501816237409,0.008146636198543769,0.0,0.07292933156184317,0.0,0.06547436863799015,0.0,0.017275547268356877,0.0021944922494501213,0.0,0.00744624646294709,0.005381733702420122,0.0
angiogenic pericyte,0.0,0.0,0.0,0.6417624514625953,0.133583955718843,0.0,0.03994269210750245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00041287196872357557,0.1526130490556331,0.031684979686702516,0.0,0.0,0.0,0.0,0.0,0.0
cDC1,0.0,0.010010384157754874,0.0,0.0,0.0,7.936518651267252e-05,0.0,0.0007196298751058889,0.0,0.0,0.21280573495865684,0.1788507930987083,0.0877455313101579,0.0020108971988783276,0.0,0.027889281112268217,0.0,0.014462479848051515,0.00863568079895268,0.0,0.009142797045659332,0.15290120184525735,0.2947462235640361
cDC2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00023687476268854327,0.0,0.0,0.25104113175608045,0.05507311728819609,0.02331611633902425,0.0,0.0,0.0,0.0,0.1964019941117014,0.01676146905274144,0.0,0.0,0.0,0.45716929668956774
capillary,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03582903186402771,0.10390716729708378,0.0,0.0,0.0,0.0,0.0,0.015465287966970121,0.12705481840842048,0.01848725437960069,0.0,0.26804830373285105,0.4312081363510462,0.0
mLTo,0.0,0.0,0.0,0.02758107199807653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09813292526731095,0.0,0.0,1.5657911993001506e-05,0.0,0.0,0.8742703448226196
myofibroblast (RSPO2+),0.0,0.029548059731054496,0.0,0.0,0.0,0.0,0.0,0.0,0.011123012048765861,0.0,0.0,0.0,0.0,0.0001553927796044541,0.0,0.0028901701274143027,0.0,0.9562833653131608,0.0,0.0,0.0,0.0,0.0
pDC,0.0,0.009630274577003044,0.0,0.0,0.0,1.4047538350718398e-05,0.0,0.0016087927048688247,0.0,0.21778455660179613,0.060247207500644114,0.19689615093002089,0.07189367911783998,0.0,0.0,0.007846401663520398,0.0,0.0,0.013450400313352243,0.0,0.01013309733292157,0.24071733326352202,0.16977805845616017
